pmcid,pmid,doi,title,journal,publication_year,license
10069653,37021138,10.3389/fnins.2023.1146264,Tracking functional network connectivity dynamics in the elderly,Front Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
8579817,34776925,10.3389/fnagi.2021.724064,Dance Intervention Impact on Brain Plasticity: A Randomized 6-Month fMRI Study in Non-expert Older Adults,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
9099377,35572148,10.3389/fnagi.2022.881311,Effects of the Intermittent Theta Burst Stimulation of the Cerebellar Vermis on Balance Recovery After Stroke: A Study Protocol for a Randomized Controlled Trial,Front Aging Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9294304,35484969,10.1002/hbm.25890,A new multimodality fusion classification approach to explore the uniqueness of schizophrenia and autism spectrum disorder,Hum Brain Mapp,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
6841071,,10.1093/geroni/igz038.213,"AEROBIC TRAINING, THE DEFAULT MODE NETWORK, AND COGNITION IN OLDER ADULTS WITH MILD VASCULAR COGNITIVE IMPAIRMENT",Innov Aging,2019,http://creativecommons.org/licenses/by/4.0/
8523792,34675790,10.3389/fnhum.2021.697696,"Differences in Disrupted Dynamic Functional Network Connectivity Among Children, Adolescents, and Adults With Attention Deficit/Hyperactivity Disorder: A Resting-State fMRI Study",Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
7575292,31317828,10.1177/1352458519863644,A pilot study of the effects of running training on visuospatial memory in MS: A stronger functional embedding of the hippocampus in the default-mode network?,Mult Scler,2019,http://www.creativecommons.org/licenses/by-nc/4.0/
8414999,34483863,10.3389/fnhum.2021.687965,Voxel-Wise Analysis of Structural and Functional MRI for Lateralization of Handedness in College Students,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
7527240,33041747,10.3389/fnins.2020.00147,Linking Pain Sensation to the Autonomic Nervous System: The Role of the Anterior Cingulate and Periaqueductal Gray Resting-State Networks,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
8890121,35250532,10.3389/fnagi.2021.793491,Frontal White Matter Hyperintensities Effect on Default Mode Network Connectivity in Acute Mild Traumatic Brain Injury,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
7238847,,10.1177/2325967120S00268,ALTERED BRAIN FUNCTIONAL CONNECTIVITY FOLLOWING A SEASON OF COMPETITIVE FEMALE HIGH SCHOOL SOCCER AND THE EFFECT OF A JUGULAR VEIN COMPRESSION COLLAR: A NETWORK-BASED STATISTICS ANALYSIS,Orthop J Sports Med,2020,https://creativecommons.org/licenses/by-nc-nd/4.0/
6689441,31128207,10.1016/j.nbd.2019.104479,Autism-associated Nf1 deficiency disrupts corticocortical and corticostriatal functional connectivity in human and mouse,Neurobiol Dis,2019,https://creativecommons.org/licenses/by-nc-nd/4.0/
9421505,35917720,10.1016/j.nicl.2022.103123,Imaging the neural underpinnings of freezing of gait in Parkinson’s disease,Neuroimage Clin,2022,https://creativecommons.org/licenses/by/4.0/
6341229,30697151,10.3389/fnsys.2018.00074,Abnormal Cortico-Cerebellar Functional Connectivity in Autism Spectrum Disorder,Front Syst Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
9731893,36505960,10.1016/j.ynstr.2022.100507,Sex-dependent effects of early life stress on reinforcement learning and limbic cortico-striatal functional connectivity,Neurobiol Stress,2022,https://creativecommons.org/licenses/by/4.0/
9128803,35620672,10.3389/fnins.2022.834816,Subjective Well-Being and Bilateral Anterior Insula Functional Connectivity After Exercise Intervention in Older Adults With Mild Cognitive Impairment,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
10076563,37034165,10.3389/fnins.2023.1092125,Functional connectivity MRI quality control procedures in CONN,Front Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
6716476,31507370,10.3389/fnins.2019.00899,Early Pain Exposure Influences Functional Brain Connectivity in Very Preterm Neonates,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
10347411,37457008,10.3389/fnins.2023.1222751,Brain age prediction using the graph neural network based on resting-state functional MRI in Alzheimer's disease,Front Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
8969702,,10.1093/geroni/igab046.615,Mild Parkinsonian Signs Are Related to Lower Cortico-Striatal Connectivity in Executive Networks,Innov Aging,2021,https://creativecommons.org/licenses/by/4.0/
9626490,36319701,10.1038/s41598-022-23297-4,Amplitude synchronization of spontaneous activity of medial and lateral temporal gyri reveals altered thalamic connectivity in patients with temporal lobe epilepsy,Sci Rep,2022,https://creativecommons.org/licenses/by/4.0/
10123829,37310305,10.1017/S0033291721004724,Depressive symptoms following traumatic brain injury are associated with resting-state functional connectivity,Psychol Med,2021,https://creativecommons.org/licenses/by/4.0/
8576292,34764927,10.3389/fneur.2021.720293,"Altered Functional Segregated Sensorimotor, Associative, and Limbic Cortical-Striatal Connections in Parkinson's Disease: An fMRI Investigation",Front Neurol,2021,https://creativecommons.org/licenses/by/4.0/
7647963,31456158,10.1007/s11682-019-00189-2,Task-evoked reconfiguration of the fronto-parietal network is associated with cognitive performance in brain tumor patients,Brain Imaging Behav,2019,http://creativecommons.org/licenses/by/4.0/
10113132,37072625,10.1007/s00429-023-02634-x,A systematic review of the neurobiological effects of theta-burst stimulation (TBS) as measured using functional magnetic resonance imaging (fMRI),Brain Struct Funct,2023,https://creativecommons.org/licenses/by/4.0/
8429427,34504080,10.1038/s41467-021-25492-9,Accelerated functional brain aging in pre-clinical familial Alzheimer’s disease,Nat Commun,2021,https://creativecommons.org/licenses/by/4.0/
8379545,33823040,10.1093/schbul/sbab025,Changes in Default-Mode Network Associated With Childhood Trauma in Schizophrenia,Schizophr Bull,2021,https://creativecommons.org/licenses/by-nc/4.0/
8571222,34471976,10.1007/s00702-021-02413-0,Between-sex variability of resting state functional brain networks in amyotrophic lateral sclerosis (ALS),J Neural Transm (Vienna),2021,https://creativecommons.org/licenses/by/4.0/
7882172,33300306,10.1002/brb3.1987,Neural correlates of reward processing: Functional dissociation of two components within the ventral striatum,Brain Behav,2020,http://creativecommons.org/licenses/by/4.0/
8957796,35350561,10.3389/fnins.2022.816331,Functional Connectivity of the Brain Across Rodents and Humans,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
7251440,32508974,10.1155/2020/1394830,Interpretable Learning Approaches in Resting-State Functional Connectivity Analysis: The Case of Autism Spectrum Disorder,Comput Math Methods Med,2020,http://creativecommons.org/licenses/by/4.0/
10267153,37316518,10.1038/s41598-023-35939-2,Reduced vmPFC-insula functional connectivity in generalized anxiety disorder: a Bayesian confirmation study,Sci Rep,2023,https://creativecommons.org/licenses/by/4.0/
7044182,32153443,10.3389/fpsyt.2020.00067,Ruminative Tendency Relates to Ventral Striatum Functionality: Evidence From Task and Resting-State fMRI,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/
6175691,30320294,10.1162/netn_a_00045,Resting-state brain network features associated with short-term skill learning ability in humans and the influence of N-methyl-d-aspartate receptor antagonism,Netw Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
6902012,31849578,10.3389/fnins.2019.01249,The Impact of Spatial Normalization Strategies on the Temporal Features of the Resting-State Functional MRI: Spatial Normalization Before rs-fMRI Features Calculation May Reduce the Reliability,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
8288094,33969930,10.1002/hbm.25529,Spatio‐temporal graph convolutional network for diagnosis and treatment response prediction of major depressive disorder from functional connectivity,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by-nc/4.0/
9353716,35937791,10.3389/fendo.2022.903058,Inter-Network Brain Functional Connectivity in Adolescents Assigned Female at Birth Who Experience Gender Dysphoria,Front Endocrinol (Lausanne),2022,https://creativecommons.org/licenses/by/4.0/
9556592,35982238,10.1038/s41386-022-01385-3,The impact of visual dysfunctions in recent-onset psychosis and clinical high-risk state for psychosis,Neuropsychopharmacology,2022,https://creativecommons.org/licenses/by/4.0/
8293644,34024825,10.3233/JAD-201584,Language Network Connectivity Increases in Early Alzheimer’s Disease,J Alzheimers Dis,2021,https://creativecommons.org/licenses/by-nc/4.0/
8949159,35329804,10.3390/jcm11061478,Abnormal Intrinsic Functional Hubs in Corneal Ulcer: Evidence from a Voxel-Wise Degree Centrality Analysis,J Clin Med,2022,https://creativecommons.org/licenses/by/4.0/
9636402,36333580,10.1038/s42003-022-04115-z,Disorganized functional architecture of amygdala subregional networks in obsessive-compulsive disorder,Commun Biol,2022,https://creativecommons.org/licenses/by/4.0/
6957556,31865409,10.1007/s00429-019-02004-6,Resting-state network topology and planning ability in healthy adults,Brain Struct Funct,2019,http://creativecommons.org/licenses/by/4.0/
9280356,35844214,10.3389/fnins.2022.914894,Abnormal Voxel-Based Degree Centrality in Patients With Postpartum Depression: A Resting-State Functional Magnetic Resonance Imaging Study,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
7485420,33005141,10.3389/fnhum.2020.00361,Altered Static and Dynamic Spontaneous Neural Activity in Drug-Naïve and Drug-Receiving Benign Childhood Epilepsy With Centrotemporal Spikes,Front Hum Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
8784839,35082607,10.3389/fnhum.2021.757128,Resting-State Functional Connectivity in the Dorsal Attention Network Relates to Behavioral Performance in Spatial Attention Tasks and May Show Task-Related Adaptation,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
8221338,34032606,10.18632/aging.203077,Dexmedetomidine inhibits unstable motor network in patients with primary motor area gliomas,Aging (Albany NY),2021,https://creativecommons.org/licenses/by/3.0/
6277800,30542259,10.3389/fnins.2018.00869,Imbalance of Functional Connectivity and Temporal Entropy in Resting-State Networks in Autism Spectrum Disorder: A Machine Learning Approach,Front Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
8386467,34456814,10.3389/fpsyg.2021.697251,Belief in Communism and Theory of Mind,Front Psychol,2021,https://creativecommons.org/licenses/by/4.0/
9491667,36130993,10.1038/s42003-022-03908-6,Effect of surgical mask on fMRI signals during task and rest,Commun Biol,2022,https://creativecommons.org/licenses/by/4.0/
8359311,32951240,10.1111/jcpp.13330,The longitudinal association between externalizing behavior and frontoamygdalar resting‐state functional connectivity in late adolescence and young adulthood,J Child Psychol Psychiatry,2020,https://creativecommons.org/licenses/by-nc-nd/4.0/
10406237,37554635,10.3389/fnimg.2023.1127508,Resting-state functional MRI in treatment-resistant schizophrenia,Front Neuroimaging,2023,https://creativecommons.org/licenses/by/4.0/
9653323,35460446,10.1007/s00429-022-02490-1,The role of the default mode network in longitudinal functional brain reorganization of brain gliomas,Brain Struct Funct,2022,https://creativecommons.org/licenses/by/4.0/
7840464,33537468,10.1016/j.ensci.2021.100314,Functional connectivity of the motor system in dystonia due to PKAN,eNeurologicalSci,2021,http://creativecommons.org/licenses/by-nc-nd/4.0/
8428097,34503441,10.1186/s10194-021-01318-3,Enhanced functional connectivity between habenula and salience network in medication-overuse headache complicating chronic migraine positions it within the addiction disorders: an ICA-based resting-state fMRI study,J Headache Pain,2021,https://creativecommons.org/licenses/by/4.0/
8633536,34867266,10.3389/fnagi.2021.715517,Predicting Delayed Neurocognitive Recovery After Non-cardiac Surgery Using Resting-State Brain Network Patterns Combined With Machine Learning,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
8150962,34066139,10.3390/ijerph18105132,Effects of Mini-Basketball Training Program on Social Communication Impairment and Executive Control Network in Preschool Children with Autism Spectrum Disorder,Int J Environ Res Public Health,2021,https://creativecommons.org/licenses/by/4.0/
8693354,34923200,10.1016/j.nicl.2021.102916,Aberrant functional metastability and structural connectivity are associated with rumination in individuals with major depressive disorder,Neuroimage Clin,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
9212187,35727837,10.1371/journal.pone.0267608,"Classification of early-MCI patients from healthy controls using evolutionary optimization of graph measures of resting-state fMRI, for the Alzheimer’s disease neuroimaging initiative",PLoS One,2022,https://creativecommons.org/licenses/by/4.0/
6489564,31114206,10.2147/NDT.S191441,Abnormal resting-state functional connectivity of amygdala subregions in patients with obstructive sleep apnea,Neuropsychiatr Dis Treat,2019,http://creativecommons.org/licenses/by-nc/3.0/
