pmcid,pmid,doi,title,journal,publication_year,license
6460665,31024276,10.3389/fnhum.2019.00104,Sex Differences in Resting-State Functional Connectivity of the Cerebellum in Autism Spectrum Disorder,Front Hum Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
8844352,35165360,10.1038/s41598-022-06509-9,Functional brain connectomes reflect acute and chronic cannabis use,Sci Rep,2022,https://creativecommons.org/licenses/by/4.0/
8946618,35326290,10.3390/brainsci12030334,Tinnitus Perception in Light of a Parietal Operculo–Insular Involvement: A Review,Brain Sci,2022,https://creativecommons.org/licenses/by/4.0/
9796574,36588894,10.3389/fneur.2022.923942,Neuroimaging biomarkers of cognitive recovery after ischemic stroke,Front Neurol,2022,https://creativecommons.org/licenses/by/4.0/
9253380,35800086,10.3389/fneur.2022.915346,fMRI Findings in Cortical Brain Networks Interactions in Migraine Following Repetitive Transcranial Magnetic Stimulation,Front Neurol,2022,https://creativecommons.org/licenses/by/4.0/
10400792,37417797,10.1002/hbm.26409,Resting state network connectivity alterations in HIV: Parallels with aging,Hum Brain Mapp,2023,https://creativecommons.org/licenses/by/4.0/
7956963,33732135,10.3389/fnagi.2021.600484,Elamipretide (SS-31) Improves Functional Connectivity in Hippocampus and Other Related Regions Following Prolonged Neuroinflammation Induced by Lipopolysaccharide in Aged Rats,Front Aging Neurosci,2021,http://creativecommons.org/licenses/by/4.0/
8415788,34483869,10.3389/fnhum.2021.717130,Cortical Areas Associated With Multisensory Integration Showing Altered Morphology and Functional Connectivity in Relation to Reduced Life Quality in Vestibular Migraine,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
6693558,31158478,10.1016/j.neuroimage.2019.05.011,Effective degrees of freedom of the Pearson's correlation coefficient under autocorrelation,Neuroimage,2019,http://creativecommons.org/licenses/by/4.0/
10406257,37555145,10.3389/fnimg.2022.1031991,Estimating and mitigating the effects of systemic low frequency oscillations (sLFO) on resting state networks in awake non-human primates using time lag dependent methodology,Front Neuroimaging,2022,https://creativecommons.org/licenses/by/4.0/
8097883,33947394,10.1186/s12916-021-01962-1,Functional connectivity changes in cerebral small vessel disease - a systematic review of the resting-state MRI literature,BMC Med,2021,https://creativecommons.org/licenses/by/4.0/
9929859,36764058,10.1016/j.nicl.2023.103343,Aberrant resting-state functional connectivity associated with childhood trauma among juvenile offenders,Neuroimage Clin,2023,https://creativecommons.org/licenses/by-nc-nd/4.0/
9194954,35691253,10.1016/j.nicl.2022.103076,Task- and resting-state fMRI studies in multiple sclerosis: From regions to systems and time-varying analysis. Current status and future perspective,Neuroimage Clin,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
7234595,,10.1093/schbul/sbaa029.698,T138. ADOLESCENT ONSET OF PSYCHOSIS IMPACTS SEGREGATION OF CORTICO-SUBCORTICAL NETWORKS DURING DEVELOPMENT,Schizophr Bull,2020,http://creativecommons.org/licenses/by-nc/4.0/
7779317,33385880,10.1016/j.nicl.2020.102538,Subacute functional connectivity correlates with cognitive recovery six months after stroke,Neuroimage Clin,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
8261303,34248485,10.3389/fnins.2021.682100,Cognitive Profiles of Amyotrophic Lateral Sclerosis Differ in Resting-State Functional Connectivity: An fMRI Study,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
7234455,,10.1093/schbul/sbaa029.716,T156. FUNCTIONAL CONNECTIVITY AND RISK OF PSYCHOSIS: AN ACTIVATION LIKELIHOOD ESTIMATION (ALE) META-ANALYSIS OF FUNCTIONAL MAGNETIC RESONANCE IMAGING STUDIES,Schizophr Bull,2020,http://creativecommons.org/licenses/by-nc/4.0/
9027787,35456359,10.3390/jcm11082267,Classification of Chemotherapy-Related Subjective Cognitive Complaints in Breast Cancer Using Brain Functional Connectivity and Activity: A Machine Learning Analysis,J Clin Med,2022,https://creativecommons.org/licenses/by/4.0/
8894349,35241697,10.1038/s41531-022-00285-z,Aberrant dopamine transporter and functional connectivity patterns in LRRK2 and GBA mutation carriers,NPJ Parkinsons Dis,2022,https://creativecommons.org/licenses/by/4.0/
7542223,33192626,10.3389/fpsyt.2020.00787,Influence of EGR3 Transfection on Imaging and Behavior in Rats and Therapeutic Effect of Risperidone in Schizophrenia Model,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/
10171559,37070786,10.1002/hbm.26289,Enhancing the network specific individual characteristics in rs‐fMRI functional connectivity by dictionary learning,Hum Brain Mapp,2023,https://creativecommons.org/licenses/by/4.0/
10235578,36718979,10.1002/epi4.12701,Sex‐based structural and functional MRI outcomes in the rat brain after soman (GD) exposure‐induced status epilepticus,Epilepsia Open,2023,https://creativecommons.org/licenses/by-nc-nd/4.0/
9462826,36084077,10.1371/journal.pone.0273918,Associations of lifetime concussion history and repetitive head impact exposure with resting-state functional connectivity in former collegiate American football players: An NCAA 15-year follow-up study,PLoS One,2022,https://creativecommons.org/licenses/by/4.0/
6283978,30555407,10.3389/fneur.2018.01024,Functional Connectivity of Anterior Insula Predicts Recovery of Patients With Disorders of Consciousness,Front Neurol,2018,http://creativecommons.org/licenses/by/4.0/
9707802,36378714,10.1371/journal.pcbi.1010634,Brain-wide connectome inferences using functional connectivity MultiVariate Pattern Analyses (fc-MVPA),PLoS Comput Biol,2022,https://creativecommons.org/licenses/by/4.0/
6440970,30926817,10.1038/s41467-019-09485-3,Intrinsic functional architecture of the non-human primate spinal cord derived from fMRI and electrophysiology,Nat Commun,2019,http://creativecommons.org/licenses/by/4.0/
7090100,32256339,10.3389/fnagi.2020.00071,Longitudinal Changes in Whole-Brain Functional Connectivity Strength Patterns and the Relationship With the Global Cognitive Decline in Older Adults,Front Aging Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
7710734,33268770,10.1038/s41398-020-01101-z,Effects of long-term cocaine self-administration on brain resting-state functional connectivity in nonhuman primates,Transl Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/
8482874,34602967,10.3389/fnins.2021.707944,Multi-Order Brain Functional Connectivity Network-Based Machine Learning Method for Recognition of Delayed Neurocognitive Recovery in Older Adults Undergoing Non-cardiac Surgery,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
7234388,,10.1093/schbul/sbaa031.209,S143. NEURAL MECHANISMS OF ROBOT-INDUCED HALLUCINATIONS IN HEALTHY PARTICIPANTS AND SYMPTOMATIC HALLUCINATIONS OF NEUROLOGICAL AND PSYCHIATRIC ORIGIN,Schizophr Bull,2020,http://creativecommons.org/licenses/by-nc/4.0/
9847513,36698771,10.1002/trc2.12371,Functional connectivity and mild behavioral impairment in dementia‐free elderly,Alzheimers Dement (N Y),2023,https://creativecommons.org/licenses/by-nc-nd/4.0/
8218241,34168488,10.2147/IJGM.S300422,Functional Connectivity in Parkinson’s Disease Patients with Mild Cognitive Impairment,Int J Gen Med,2021,https://www.dovepress.com/terms.php
9156943,35662792,10.1016/j.ijchp.2022.100317,Abnormalities in the default mode network in late-life depression: A study of resting-state fMRI,Int J Clin Health Psychol,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
8951449,35329938,10.3390/jcm11061612,Distinct Functional Cortico-Striato-Thalamo-Cerebellar Networks in Genetic Generalized and Focal Epilepsies with Generalized Tonic-Clonic Seizures,J Clin Med,2022,https://creativecommons.org/licenses/by/4.0/
7341340,32658762,10.1016/j.dcn.2020.100814,Emerging atypicalities in functional connectivity of language-related networks in young infants at high familial risk for ASD,Dev Cogn Neurosci,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
7901076,33622239,10.1186/s12868-021-00617-4,Neural basis underlying the trait of attachment anxiety and avoidance revealed by the amplitude of low-frequency fluctuations and resting-state functional connectivity,BMC Neurosci,2021,http://creativecommons.org/licenses/by/4.0/
10390027,37529235,10.3389/fnins.2023.1159914,A deep learning approach to estimating initial conditions of Brain Network Models in reference to measured fMRI data,Front Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
9860110,36691404,10.1016/j.crneur.2022.100072,The use of chemogenetic actuator ligands in nonhuman primate DREADDs-fMRI,Curr Res Neurobiol,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
9232427,35524072,10.1007/s00429-022-02496-9,Meditation-induced effects on whole-brain structural and effective connectivity,Brain Struct Funct,2022,https://creativecommons.org/licenses/by/4.0/
8764474,34783122,10.1002/hbm.25714,Unveiling whole‐brain dynamics in normal aging through Hidden Markov Models,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
7234123,,10.1093/schbul/sbaa028.006,O2.1. LOCAL AND LONG-RANGE CONNECTIVITY PATTERNS OF AUDITORY PERCEPTUAL DISTURBANCE IN SCHIZOPHRENIA,Schizophr Bull,2020,http://creativecommons.org/licenses/by-nc/4.0/
6545541,31157395,10.1093/scan/nsz025,Investigation of functional brain network reconfiguration during vocal emotional processing using graph-theoretical analysis,Soc Cogn Affect Neurosci,2019,http://creativecommons.org/licenses/by-nc/4.0/
8527880,34690738,10.3389/fnagi.2021.720990,Physically Active Lifestyle Is Associated With Attenuation of Hippocampal Dysfunction in Cognitively Intact Older Adults,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
6333856,30687046,10.3389/fnhum.2018.00528,Neural Network Connectivity During Post-encoding Rest: Linking Episodic Memory Encoding and Retrieval,Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
7783210,33414702,10.3389/fnins.2020.594588,"Menstrual Cycle Variations in Gray Matter Volume, White Matter Volume and Functional Connectivity: Critical Impact on Parietal Lobe",Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
7533640,33071928,10.3389/fneur.2020.01016,Altered Functional Hubs and Connectivity in Type 2 Diabetes Mellitus Without Mild Cognitive Impairment,Front Neurol,2020,http://creativecommons.org/licenses/by/4.0/
10275545,37062926,10.1002/brb3.3010,Dynamic functional hippocampal markers of residual depressive symptoms in euthymic bipolar disorder,Brain Behav,2023,https://creativecommons.org/licenses/by/4.0/
7969641,33746796,10.3389/fpsyt.2021.629870,Reduced Inter-hemispheric Resting State Functional Connectivity and Its Association With Social Deficits in Autism,Front Psychiatry,2021,http://creativecommons.org/licenses/by/4.0/
7485713,32855356,10.18632/aging.103676,Abnormal static and dynamic functional connectivity of resting-state fMRI in multiple system atrophy,Aging (Albany NY),2020,http://creativecommons.org/licenses/by/3.0/
9406102,36009061,10.3390/brainsci12080998,Functional Connectivity within the Frontal–Striatal Network Differentiates Checkers from Washers of Obsessive-Compulsive Disorder,Brain Sci,2022,https://creativecommons.org/licenses/by/4.0/
6849263,31711415,10.1186/s10194-019-1052-6,Reduced resting-state brain functional network connectivity and poor regional homogeneity in patients with CADASIL,J Headache Pain,2019,http://creativecommons.org/licenses/by/4.0/
9219664,35741416,10.3390/biology11060896,Impact of Metacognitive and Psychological Factors in Learning-Induced Plasticity of Resting State Networks,Biology (Basel),2022,https://creativecommons.org/licenses/by/4.0/
6457563,30970031,10.1371/journal.pone.0213861,Large-scale intrinsic connectivity is consistent across varying task demands,PLoS One,2019,http://creativecommons.org/licenses/by/4.0/
8792610,35095453,10.3389/fninf.2021.802305,Multi-Scale Graph Representation Learning for Autism Identification With Functional MRI,Front Neuroinform,2021,https://creativecommons.org/licenses/by/4.0/
6970183,31958686,10.1016/j.nicl.2020.102166,A 7 Tesla fMRI investigation of human tinnitus percept in cortical and subcortical auditory areas,Neuroimage Clin,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
10368246,37496803,10.3389/fnetp.2023.1090502,The impact of HCN4 channels on CNS brain networks as a new target in pain development,Front Netw Physiol,2023,https://creativecommons.org/licenses/by/4.0/
9168906,35677721,10.3389/fendo.2022.882532,Thrifty-Eating Behavior Phenotype at the Food Court – Programming Goes Beyond Food Preferences,Front Endocrinol (Lausanne),2022,https://creativecommons.org/licenses/by/4.0/
8046067,33539625,10.1002/hbm.25357,Regression dynamic causal modeling for resting‐state fMRI,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
9359206,35959244,10.3389/fnhum.2022.928315,Reconfiguration of Functional Dynamics in Cortico-Thalamo-Cerebellar Circuit in Schizophrenia Following High-Frequency Repeated Transcranial Magnetic Stimulation,Front Hum Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9012114,35431890,10.3389/fnagi.2022.844483,Resting-State Functional Network Topology Alterations of the Occipital Lobe Associated With Attention Impairment in Isolated Rapid Eye Movement Behavior Disorder,Front Aging Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9065073,35505233,10.1038/s41598-022-11367-6,Correlates of individual voice and face preferential responses during resting state,Sci Rep,2022,https://creativecommons.org/licenses/by/4.0/
6491879,31105511,10.3389/fnins.2019.00309,Intermittent Theta-Burst Stimulation Reverses the After-Effects of Contralateral Virtual Lesion on the Suprahyoid Muscle Cortex: Evidence From Dynamic Functional Connectivity Analysis,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
9334869,35911592,10.3389/fnhum.2022.918969,Multi-View Feature Enhancement Based on Self-Attention Mechanism Graph Convolutional Network for Autism Spectrum Disorder Diagnosis,Front Hum Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9528018,36208548,10.1016/j.nicl.2022.103218,"Effects of hyperbaric oxygen therapy on functional and structural connectivity in post-COVID-19 condition patients: A randomized, sham-controlled trial",Neuroimage Clin,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
9377538,35979335,10.3389/fnins.2022.953742,Increased functional connectivity of white-matter in myotonic dystrophy type 1,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9291979,31769534,10.1002/jnr.24563,"Diet as connecting factor: Functional brain connectivity in relation to food intake and sucrose tasting, assessed with resting‐state functional MRI in rats",J Neurosci Res,2019,https://creativecommons.org/licenses/by/4.0/
7221355,32317343,10.1523/ENEURO.0543-19.2020,Topological Data Analysis Reveals Robust Alterations in the Whole-Brain and Frontal Lobe Functional Connectomes in Attention-Deficit/Hyperactivity Disorder,eNeuro,2020,http://creativecommons.org/licenses/by/4.0/
8673709,34643338,10.1111/cns.13741,Effect of deep brain stimulation on brain network and white matter integrity in Parkinson's disease,CNS Neurosci Ther,2021,https://creativecommons.org/licenses/by/4.0/
9593212,36303561,10.3389/fneur.2022.982520,Altered regional homogeneity and functional connectivity of brain activity in young HIV-infected patients with asymptomatic neurocognitive impairment,Front Neurol,2022,https://creativecommons.org/licenses/by/4.0/
9108289,35585920,10.3389/fnins.2022.819310,Neural Responses of Acupuncture for Treating Functional Dyspepsia: An fMRI Study,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
6856672,31780994,10.3389/fpsyg.2019.02485,Functional Connectivity of Heschl’s Gyrus Associated With Age-Related Hearing Loss: A Resting-State fMRI Study,Front Psychol,2019,http://creativecommons.org/licenses/by/4.0/
6519915,30763951,10.1093/sleep/zsz033,"Circadian phenotype impacts the brain’s resting-state functional connectivity, attentional performance, and sleepiness",Sleep,2019,http://creativecommons.org/licenses/by/4.0/
8473781,34588948,10.3389/fnins.2021.721236,Reconfiguration of Dynamic Functional Connectivity States in Patients With Lifelong Premature Ejaculation,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
9915674,36778335,10.1101/2023.02.02.526878,Functional Connectivity of the Cerebellar Vermis in Bipolar Disorder and Associations with Mood,bioRxiv,2023,https://creativecommons.org/licenses/by-nd/4.0/
7937930,33692669,10.3389/fnins.2021.625309,Assessing Uncertainty and Reliability of Connective Field Estimations From Resting State fMRI Activity at 3T,Front Neurosci,2021,http://creativecommons.org/licenses/by/4.0/
9714425,35560211,10.1093/scan/nsac034,Connectome-based prediction of marital quality in husbands’ processing of spousal interactions,Soc Cogn Affect Neurosci,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
9998866,36894561,10.1038/s41598-023-28163-5,Detecting type 2 diabetes mellitus cognitive impairment using whole-brain functional connectivity,Sci Rep,2023,https://creativecommons.org/licenses/by/4.0/
7094193,32256558,10.1155/2020/7409417,The Modulation of Reward and Habit Systems by Acupuncture in Adolescents with Internet Addiction,Neural Plast,2020,http://creativecommons.org/licenses/by/4.0/
7264165,32528258,10.3389/fnint.2020.00027,Frequency-Dependent Intrinsic Electrophysiological Functional Architecture of the Human Verbal Language Network,Front Integr Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
7231977,32435666,10.1016/j.ynstr.2020.100217,Amygdala functional connectivity in the acute aftermath of trauma prospectively predicts severity of posttraumatic stress symptoms,Neurobiol Stress,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
9412736,36033609,10.3389/fnins.2022.896746,The hand motor hotspot for seed-based functional connectivity of hand motor networks at rest,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
8288091,34008911,10.1002/hbm.25537,Functional impairment‐based segmentation of anterior cingulate cortex in depression and its relationship with treatment effects,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
9453650,36092050,10.3389/fpsyg.2022.973654,The altered functional connectivity density related to cognitive impairment in alcoholics,Front Psychol,2022,https://creativecommons.org/licenses/by/4.0/
7670469,33199790,10.1038/s41598-020-76935-0,Contextual experience modifies functional connectome indices of topological strength and efficiency,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/
7380082,32765403,10.3389/fneur.2020.00684,Epilepsy-Related Brain Network Alterations in Patients With Temporal Lobe Glioma in the Left Hemisphere,Front Neurol,2020,http://creativecommons.org/licenses/by/4.0/
10014938,36918579,10.1038/s41537-023-00339-y,Connectivity alterations of mesostriatal pathways in first episode psychosis,Schizophrenia (Heidelb),2023,https://creativecommons.org/licenses/by/4.0/
6438042,30917861,10.1186/s13024-019-0316-6,Functional networks are impaired by elevated tau-protein but reversible in a regulatable Alzheimer’s disease mouse model,Mol Neurodegener,2019,http://creativecommons.org/licenses/by/4.0/
6456806,30806014,10.1002/brb3.1229,A resting‐state study of volumetric and functional connectivity of the habenular nucleus in treatment‐resistant depression patients,Brain Behav,2019,http://creativecommons.org/licenses/by/4.0/
8891574,35250441,10.3389/fnins.2022.756938,A Novel Constrained Non-negative Matrix Factorization Method for Group Functional Magnetic Resonance Imaging Data Analysis of Adult Attention-Deficit/Hyperactivity Disorder,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
7286308,32537536,10.1162/netn_a_00129,Brain network constraints and recurrent neural networks reproduce unique trajectories and state transitions seen over the span of minutes in resting-state fMRI,Netw Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
7821576,33210469,10.1002/brb3.1942,A whole‐brain modeling approach to identify individual and group variations in functional connectivity,Brain Behav,2020,http://creativecommons.org/licenses/by/4.0/
8957976,35350633,10.3389/fnagi.2022.719089,Increased Basal Ganglia Modulatory Effective Connectivity Observed in Resting-State fMRI in Individuals With Parkinson’s Disease,Front Aging Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
7181059,32362844,10.3389/fpsyt.2020.00284,Abnormal Functional Connectivity Density in New-Onset Type 1 Diabetes Mellitus Children: A Resting-State Functional Magnetic Resonance Imaging Study,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/
7832160,33144220,10.1016/j.neuroimage.2020.117522,Dynamic brain fluctuations outperform connectivity measures and mirror pathophysiological profiles across dementia subtypes: A multicenter study,Neuroimage,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
6356009,30708240,10.1016/j.nicl.2019.101678,Investigating functional brain network integrity using a traditional and novel categorical scheme for neurodevelopmental disorders,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
8791936,35082270,10.1038/s41398-022-01795-3,Torture exposure and the functional brain: investigating disruptions to intrinsic network connectivity using resting state fMRI,Transl Psychiatry,2022,https://creativecommons.org/licenses/by/4.0/
8150258,34113787,10.3233/ADR-200288,Functional Brain Connectivity Patterns Associated with Visual Hallucinations in Dementia with Lewy Bodies,J Alzheimers Dis Rep,2021,https://creativecommons.org/licenses/by-nc/4.0/
10398567,37545594,10.3389/fnhum.2023.1229618,Changes in resting-state functional MRI connectivity during and after transcranial direct current stimulation in healthy adults,Front Hum Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
7840259,33542729,10.1155/2021/8873221,Distinction of High- and Low-Frequency Repetitive Transcranial Magnetic Stimulation on the Functional Reorganization of the Motor Network in Stroke Patients,Neural Plast,2021,https://creativecommons.org/licenses/by/4.0/
6411780,30573410,10.1016/j.nicl.2018.101629,Changes in default mode network connectivity in different glucose metabolism status and diabetes duration,Neuroimage Clin,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/
7814752,33079467,10.1002/hbm.25255,Dissimilarity of functional connectivity uncovers the influence of participant's motion in functional magnetic resonance imaging studies,Hum Brain Mapp,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
8478954,34584134,10.1038/s41598-021-98574-9,Maternal pre-pregnancy BMI associates with neonate local and distal functional connectivity of the left superior frontal gyrus,Sci Rep,2021,https://creativecommons.org/licenses/by/4.0/
9810279,36605891,10.1162/netn_a_00216,Probing the association between resting-state brain network dynamics and psychological resilience,Netw Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
10332048,36586543,10.1016/j.neuroimage.2022.119843,A machine learning based approach towards high-dimensional mediation analysis,Neuroimage,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
6079279,30108525,10.3389/fpsyt.2018.00328,"Borderline Personality Disorder With Cocaine Dependence: Impulsivity, Emotional Dysregulation and Amygdala Functional Connectivity",Front Psychiatry,2018,http://creativecommons.org/licenses/by/4.0/
7314931,32625136,10.3389/fpsyg.2020.01189,Dynamic Language Network in Early and Late Cantonese–Mandarin Bilinguals,Front Psychol,2020,http://creativecommons.org/licenses/by/4.0/
8551866,34720908,10.3389/fnhum.2021.736512,Networks Are Associated With Acupuncture Treatment in Patients With Diarrhea-Predominant Irritable Bowel Syndrome: A Resting-State Imaging Study,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
9895448,36732604,10.1038/s41598-023-29251-2,Characteristic cortico-cortical connection profile of human precuneus revealed by probabilistic tractography,Sci Rep,2023,https://creativecommons.org/licenses/by/4.0/
6543522,30878405,10.1016/j.nicl.2019.101734,"“The effect of tDCS on functional connectivity in primary progressive aphasia” NeuroImage: Clinical, volume 19 (2018), pages 703–715",Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
7862649,33542206,10.1038/s41398-021-01227-8,The neuroprogressive nature of major depressive disorder: evidence from an intrinsic connectome analysis,Transl Psychiatry,2021,http://creativecommons.org/licenses/by/4.0/
6851803,31605452,10.1002/brb3.1446,Resting‐state brain entropy in right temporal lobe epilepsy and its relationship with alertness,Brain Behav,2019,http://creativecommons.org/licenses/by/4.0/
6565932,29746906,10.1016/j.neuroimage.2018.04.077,Multi-subject hierarchical inverse covariance modelling improves estimation of functional brain networks,Neuroimage,2018,http://creativecommons.org/licenses/by/4.0/
6251472,30519155,10.3389/fnins.2018.00827,TPH-2 Gene Polymorphism in Major Depressive Disorder Patients With Early-Wakening Symptom,Front Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
7268054,31904907,10.1002/hbm.24912,Anterior cingulate cortex differently modulates frontoparietal functional connectivity between resting‐state and working memory tasks,Hum Brain Mapp,2020,http://creativecommons.org/licenses/by-nc/4.0/
9567476,,10.1192/j.eurpsy.2022.558,Schizotypal Traits are Associated with Decreased Functional Connectivity between Medial Prefrontal Cortex and Cerebellum in a Non-clinical Sample,Eur Psychiatry,2022,https://creativecommons.org/licenses/by/4.0/
6700449,31401405,10.1016/j.nicl.2019.101966,"Dynamic functional connectivity in schizophrenia and autism spectrum disorder: Convergence, divergence and classification",Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
9201098,35720716,10.3389/fnins.2022.894720,Increased Resting-State Functional Connectivity of the Hippocampus in Rats With Sepsis-Associated Encephalopathy,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9922228,36370302,10.1007/s11682-022-00744-4,Resting state fMRI analysis of pseudobulbar affect in Amyotrophic Lateral Sclerosis (ALS): motor dysfunction of emotional expression,Brain Imaging Behav,2022,https://creativecommons.org/licenses/by/4.0/
8555887,34583933,10.1523/ENEURO.0283-21.2021,Neuronal Cascades Shape Whole-Brain Functional Dynamics at Rest,eNeuro,2021,https://creativecommons.org/licenses/by/4.0/
6328446,30662399,10.3389/fnhum.2018.00514,Maternal Adiposity Influences Neonatal Brain Functional Connectivity,Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
6611425,31316333,10.3389/fnins.2019.00634,Characterizing Whole Brain Temporal Variation of Functional Connectivity via Zero and First Order Derivatives of Sliding Window Correlations,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
9491296,35762454,10.1002/hbm.25972,Nonlinear functional network connectivity in resting functional magnetic resonance imaging data,Hum Brain Mapp,2022,https://creativecommons.org/licenses/by/4.0/
6189368,30356761,10.3389/fnins.2018.00692,Abnormal Global Functional Connectivity Patterns in Medication-Free Major Depressive Disorder,Front Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
8635006,34867544,10.3389/fpsyt.2021.759696,Resting-State fMRI to Identify the Brain Correlates of Treatment Response to Medications in Children and Adolescents With Attention-Deficit/Hyperactivity Disorder: Lessons From the CUNMET Study,Front Psychiatry,2021,https://creativecommons.org/licenses/by/4.0/
9259934,35812093,10.3389/fneur.2022.902912,Altered Long- and Short-Range Functional Connectivity Density in Patients With Thyroid-Associated Ophthalmopathy: A Resting-State fMRI Study,Front Neurol,2022,https://creativecommons.org/licenses/by/4.0/
6838867,31736850,10.3389/fneur.2019.01105,A Distance-Based Neurorehabilitation Evaluation Method Using Linear SVM and Resting-State fMRI,Front Neurol,2019,http://creativecommons.org/licenses/by/4.0/
9748090,36532276,10.3389/fnins.2022.1036487,Identifying the neural marker of chronic sciatica using multimodal neuroimaging and machine learning analyses,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
7234005,,10.1093/schbul/sbaa031.311,S245. BRAIN CONNECTIVITY CHANGES AFTER COGNITIVE REMEDIATION: A RESTING-STATE STUDY,Schizophr Bull,2020,http://creativecommons.org/licenses/by-nc/4.0/
10354644,37475733,10.3389/fneur.2023.1199251,Abnormal regional spontaneous neural activity and functional connectivity in thyroid-associated ophthalmopathy patients with different activity: a resting-state fMRI study,Front Neurol,2023,https://creativecommons.org/licenses/by/4.0/
8498203,34630070,10.3389/fnagi.2021.737002,Simultaneous PET/fMRI Detects Distinctive Alterations in Functional Connectivity and Glucose Metabolism of Precuneus Subregions in Alzheimer’s Disease,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
6532295,31210750,10.1155/2019/6212934,Systemic Inflammation Impairs Mood Function by Disrupting the Resting-State Functional Network in a Rat Animal Model Induced by Lipopolysaccharide Challenge,Mediators Inflamm,2019,http://creativecommons.org/licenses/by/4.0/
10318304,37408793,10.1016/j.nbas.2023.100072,Alteration of brain function and systemic inflammatory tone in older adults by decreasing the dietary palmitic acid intake,Aging Brain,2023,https://creativecommons.org/licenses/by-nc-nd/4.0/
9090182,35548102,10.1109/access.2020.3025828,"MuscNet, a Weighted Voting Model of Multi-Source Connectivity Networks to Predict Mild Cognitive Impairment Using Resting-State Functional MRI",IEEE Access,2020,https://creativecommons.org/licenses/by/4.0/
6311777,30652033,10.1155/2018/4930385,"Relating Sensory, Cognitive, and Neural Factors to Older Persons' Perceptions about Happiness: An Exploratory Study",J Aging Res,2018,https://creativecommons.org/licenses/by/4.0/
6777421,31611824,10.3389/fpsyt.2019.00692,Inconsistency in Abnormal Functional Connectivity Across Datasets of ADHD-200 in Children With Attention Deficit Hyperactivity Disorder,Front Psychiatry,2019,http://creativecommons.org/licenses/by/4.0/
